label,ccode,region,pop,qu,de,ar,aq,lng,lat,arid,capacity,delivery
Ikirun,NGA,1,101,4,4,4,1,4.683,7.909,0.969,6.07,299
Beira,MOZ,1,458,4,4,4,1,34.883,-19.792,0.971,9.15,213
Akebou,TGO,1,102,4,4,4,1,0.75,8,0.972,5.58,216
Oshogbo,NGA,1,412,4,4,4,1,4.558,7.779,0.972,8.83,405
Butare,RWA,1,78,3,4,3,1,29.726,-2.583,0.978,4.6,28
Garue,MOZ,1,104,3,4,3,1,36.98,-15.46,0.978,3.8,113
Caala,AGO,1,58,4,4,4,1,15.554,-12.854,0.98,15.04,664
Divo,CIV,1,73,3,4,3,1,-5.35,5.838,0.985,3.1,363
Margate,ZAF,1,157,2,3,2,1,30.35,-30.891,1,1.12,3032
Takoradi,GHA,1,272,3,4,3,1,-1.729,4.962,1,3.21,431
Gandagika,COD,1,60,2,4,3,1,23.96,-6.74,1.003,2.47,46
Abeokuta,NGA,1,506,4,4,4,1,3.354,7.159,1.006,6.91,298
Debre_Mark'os,ETH,1,74,4,4,4,1,37.737,10.338,1.011,5.7,109
Modakeke,NGA,1,77,3,4,3,1,4.267,7.383,1.017,3.72,299
Ikire,NGA,1,131,4,4,4,1,4.192,7.359,1.017,12.79,246
Ijero,NGA,1,131,4,4,4,1,5.083,7.817,1.019,5.78,290
Huambo,AGO,1,256,5,4,4,1,15.737,-12.765,1.019,25.53,441
Zanzibar,TZA,1,289,4,4,4,1,39.234,-6.162,1.022,8.14,485
Litime,TGO,1,118,3,4,3,1,0.82,7.05,1.024,5.4,217
Gisenyi,RWA,1,50,3,4,3,1,29.279,-1.691,1.025,3.21,47
Gbongan,NGA,1,85,4,4,4,1,4.362,7.479,1.036,12.39,299
Bunia,COD,1,55,2,4,3,1,30.24,1.56,1.037,1.45,65
Ikare,NGA,1,146,4,4,4,1,5.75,7.517,1.04,6.16,374
Gitarama_Town,RWA,1,61,3,4,3,1,29.75,-2.067,1.05,4.07,12
Entebbe,UGA,1,85,2,4,3,1,32.486,0.092,1.051,2,206
Gagnoa,CIV,1,86,2,4,3,1,-5.946,6.129,1.055,1.47,458
Nkawkaw,GHA,1,121,3,4,3,1,-0.754,6.604,1.056,2.56,347
Ife,NGA,1,272,4,4,4,1,4.554,7.496,1.06,5.61,480
Ilesa,NGA,1,168,3,4,3,1,4.746,7.634,1.061,5.27,328
Ado,NGA,1,227,3,4,3,1,5.217,7.638,1.064,4.73,290
Loubomo,COG,1,102,4,4,4,1,12.679,-4.2,1.067,6.01,550
Kakamega_Municipality,KEN,1,62,3,4,3,1,34.762,0.279,1.077,3.38,133
Oda,GHA,1,75,3,4,3,1,-0.975,5.925,1.078,4.47,472
Ilawe,NGA,1,145,3,4,3,1,5.01,7.58,1.081,5.24,293
Efon_Alaye,NGA,1,177,4,4,4,1,4.917,7.65,1.081,6.23,299
Ngaoundere,CMR,1,176,2,4,3,1,13.579,7.317,1.083,1.73,222
Auchi,NGA,1,62,3,4,3,1,6.279,7.063,1.083,2.81,288
Ise,NGA,1,150,4,4,4,1,5.42,7.46,1.095,6.58,290
Nkayi,COG,1,69,2,4,3,1,13.292,-4.183,1.096,2.16,502
Isiro,COD,1,53,4,4,4,1,27.622,2.762,1.096,5.79,52
Labe,GIN,1,57,2,4,3,1,-12.275,11.313,1.11,1.62,197
Kpalime,TGO,1,84,3,4,3,1,0.637,6.909,1.111,3.31,218
Ikere_Ekiti,NGA,1,76,2,4,3,1,5.233,7.492,1.12,2.21,290
Obuasi,GHA,1,131,2,4,3,1,-1.663,6.188,1.124,2.22,276
Owo,NGA,1,194,4,4,4,1,5.592,7.2,1.129,8.04,290
Bukavu,COD,1,152,4,4,4,1,28.858,-2.541,1.138,8.16,70
Shagamu,NGA,1,186,2,4,3,1,3.692,6.875,1.144,2.06,346
Kisii_Municipality,KEN,1,91,3,4,3,1,34.779,-0.675,1.149,4.14,151
Ijebu_Igbo,NGA,1,94,3,4,3,1,4,6.975,1.155,4.61,303
Bangui,CAF,1,717,4,4,4,1,18.596,4.4,1.159,7.54,166
Akure,NGA,1,349,4,4,4,1,5.2,7.25,1.161,7.17,316
Meiganga,CMR,1,64,2,4,3,1,14.3,6.517,1.168,2.14,150
Mamou,GIN,1,55,2,4,3,1,-12.083,10.383,1.17,1.6,173
Man,CIV,1,90,2,4,3,1,-7.546,7.413,1.182,1.95,412
Ondo,NGA,1,213,4,4,4,1,4.846,7.092,1.201,6.9,307
Bertoua,CMR,1,126,3,4,3,1,13.683,4.583,1.209,5.13,141
Antanifotsky,MDG,1,56,2,4,3,1,47.31,-19.67,1.222,1.49,245
Ijebu_Ode,NGA,1,181,3,4,3,1,3.958,6.829,1.228,2.75,390
Uige,AGO,1,90,3,4,3,1,15.05,-7.617,1.231,5.15,672
Gemena,COD,1,57,2,4,3,1,19.77,3.26,1.249,1.47,52
Meru_Municipality,KEN,1,78,2,4,3,1,37.646,0.054,1.255,2.04,149
Mwene_Ditu,COD,1,88,3,4,3,1,23.44,-7,1.27,2.71,84
Kissidougou,GIN,1,75,3,4,3,1,-10.1,9.183,1.279,2.74,145
Jimma,ETH,1,125,3,4,3,1,36.854,7.671,1.3,4.47,125
Uvira,COD,1,68,2,4,3,1,29.141,-3.385,1.304,2.03,33
Goma,COD,1,109,3,4,3,1,29.218,-1.663,1.308,3.88,81
Mbalmayo,CMR,1,63,2,4,3,1,11.512,3.513,1.315,1.88,487
San_Pedro,CIV,1,70,2,4,3,1,-6.633,4.761,1.337,1.92,345
Nek'emte,ETH,1,63,3,4,3,1,36.55,9.083,1.347,4.05,106
Kindia,GIN,1,111,3,4,3,1,-12.846,10.059,1.369,3.51,173
Kisangani,COD,1,290,4,4,4,1,25.212,0.527,1.379,5.89,36
Foumban,CMR,1,95,4,4,4,1,10.917,5.717,1.393,6.91,400
Nzerekore,GIN,1,124,4,4,4,1,-8.808,7.746,1.428,10.02,168
Bukoba,TZA,1,52,3,4,3,1,31.792,-1.321,1.52,5.35,109
Sao_Tome,STP,1,75,2,4,3,1,6.725,0.332,1.521,2.35,356
Moroni,COM,1,67,2,4,3,1,43.267,-11.704,1.555,2.05,375
Gueckedougou,GIN,1,87,2,4,3,1,-10.133,8.563,1.585,1.8,71
Kumbo,CMR,1,97,3,4,3,1,10.667,6.2,1.647,4,154
Ebolowa,CMR,1,74,4,3,3,1,11.154,2.925,1.654,5.93,2779
Bafoussam,CMR,1,225,3,4,3,1,10.45,5.425,1.656,5.47,317
Port_Gentil,GAB,1,98,2,3,2,1,8.783,-0.777,1.705,1.71,1945
Makeni,SLE,1,62,3,4,3,1,-12.035,8.887,1.71,2.91,129
Mbouda,CMR,1,87,3,4,3,1,10.25,5.633,1.736,2.84,232
Fria,GIN,1,51,2,4,3,1,-13.567,10.371,1.742,1,188
Dschang,CMR,1,77,3,4,3,1,10.067,5.45,1.765,3.34,303
Bamenda,CMR,1,293,4,4,4,1,10.175,5.959,1.797,8.16,180
Bafang,CMR,1,52,3,4,3,1,10.183,5.15,1.829,2.88,519
Kenema,SLE,1,89,4,4,4,1,-11.183,7.879,1.837,8.93,73
Macenta,GIN,1,52,3,4,3,1,-9.469,8.546,1.839,2.88,113
Botown,SLE,1,101,4,4,4,1,-11.738,7.963,1.882,5.83,86
Freetown,SLE,1,774,5,4,4,1,-13.219,8.462,2.079,21.52,178
Harbel,LBR,1,93,3,4,3,1,-10.347,6.28,2.527,2.73,62
Hetian,CHN,2,62,2,3,2,1,79.921,37.125,0.029,1.26,1366
Shache,CHN,2,81,3,3,3,1,77.246,38.417,0.041,3.49,1366
Ku'erle,CHN,2,133,1,3,2,1,86.167,41.746,0.046,0.79,1366
Sukkur,PAK,2,522,3,3,3,1,68.867,27.631,0.053,2.91,1023
Ghotki,PAK,2,103,1,4,2,1,69.262,27.975,0.056,0.84,745
Shikarpur,PAK,2,146,3,4,3,1,68.667,27.959,0.057,3.07,825
Larkana,PAK,2,309,4,4,4,1,68.221,27.563,0.059,7,826
Turbat,PAK,2,73,1,3,2,1,62.996,26.009,0.06,0.55,1019
Mirpur_Mathelo,PAK,2,83,1,4,2,1,69.629,28.034,0.06,0.81,741
Shahdadkot,PAK,2,67,2,4,3,1,67.917,27.85,0.06,2.05,822
Khanpur,PAK,2,131,2,4,3,1,70.671,28.65,0.062,1.7,671
Khandh_Kot,PAK,2,76,2,4,3,1,69.158,28.25,0.062,1.3,737
Rahimyar_Khan,PAK,2,420,2,4,3,1,70.196,28.363,0.063,1.95,437
Jacobabad,PAK,2,153,3,4,3,1,68.454,28.288,0.063,3.42,782
Kambar,PAK,2,64,2,4,3,1,67.65,27.167,0.065,1.64,822
Dadu,PAK,2,110,2,4,3,1,67.779,26.729,0.068,2.36,823
Moro,PAK,2,67,2,4,3,1,68.012,26.667,0.068,2.18,833
Nawabshah,PAK,2,205,3,3,3,1,68.421,26.25,0.069,3.6,959
Shahdadpur,PAK,2,64,2,4,3,1,68.633,25.925,0.077,1.8,835
Sibi,PAK,2,55,2,4,3,1,67.883,29.546,0.079,1.68,425
Hala,PAK,2,58,2,4,3,1,68.454,25.813,0.08,1.5,835
Tando_Adam,PAK,2,114,3,4,3,1,68.675,25.767,0.081,3.61,835
Ahmadpur_East,PAK,2,107,2,4,3,1,71.271,29.134,0.09,2.34,678
Lodhran,PAK,2,73,2,4,3,1,71.637,29.538,0.111,2.13,678
Bahawalpur,PAK,2,463,3,4,3,1,71.629,29.396,0.112,3.82,651
Kahror_Pakka,PAK,2,64,2,4,3,1,71.921,29.625,0.116,2.39,678
Chaman,PAK,2,74,2,4,3,1,66.454,30.92,0.121,1.74,307
Barmer,IND,2,82,2,4,3,1,71.421,25.742,0.124,2.13,711
Balotra,IND,2,60,2,4,3,1,72.254,25.829,0.132,1.13,711
Jinchang,CHN,2,166,3,4,3,1,102.192,38.509,0.132,2.64,591
Kelamayi,CHN,2,172,1,3,2,1,84.837,44.371,0.133,0.81,1006
Zhangye,CHN,2,233,3,4,3,1,100.479,38.946,0.134,3.4,753
Shihezi,CHN,2,343,3,3,3,1,86.117,44.217,0.138,3.39,1366
Khuzdar,PAK,2,77,2,4,3,1,66.621,27.8,0.142,1.3,425
Bikaner,IND,2,442,3,3,3,1,73.308,28.004,0.152,3.71,990
Quetta,PAK,2,634,3,4,3,1,67,30.179,0.162,3.31,369
Wuwei,CHN,2,274,3,4,3,1,102.646,37.925,0.172,3.83,735
Chengguan,CHN,2,55,1,3,2,1,106.421,38.996,0.177,0.61,1727
Wuhai,CHN,2,456,1,3,2,1,106.922,39.321,0.184,0.87,3055
Yinchuan,CHN,2,581,3,4,3,1,106.212,38.475,0.19,3.07,603
Chengguan,CHN,2,124,2,3,2,1,105.208,37.521,0.193,1.5,1164
Bhakkar,PAK,2,130,2,4,3,1,71.092,31.704,0.199,1.61,678
Dera_Ismail_Khan,PAK,2,125,2,4,3,1,70.883,31.845,0.2,1.3,590
Nagaur,IND,2,87,2,4,3,1,73.717,27.2,0.201,1.64,711
Sangamner,IND,2,77,2,3,2,1,74.146,19.563,0.213,1.09,1244
Kopargaon,IND,2,59,2,3,2,1,74.492,19.896,0.213,2.1,1244
Shirdi,IND,2,50,2,3,2,1,74.483,19.759,0.224,1.87,1244
Sujangarh,IND,2,139,2,4,3,1,74.437,27.675,0.224,1.81,711
Pali,IND,2,108,2,4,3,1,73.329,25.784,0.224,2.04,711
Bannu,PAK,2,345,2,4,3,1,70.654,32.942,0.238,1.64,491
Daund,IND,2,106,2,3,2,1,74.512,18.404,0.238,1.15,1244
Yining,CHN,2,452,3,3,3,1,81.325,43.925,0.245,4.69,1366
Shrirampur,IND,2,80,3,3,3,1,74.675,19.625,0.255,2.62,1244
Manmad,IND,2,72,2,3,2,1,74.454,20.259,0.262,2.02,1244
Baiyin,CHN,2,327,3,4,3,1,104.187,36.546,0.262,3.43,728
Baramati,IND,2,230,2,3,2,1,74.492,18.071,0.265,1.05,1244
Makrana,IND,2,82,2,4,3,1,74.721,27.017,0.267,1.89,711
Dongwan,CHN,2,102,1,4,2,1,104.88,36.729,0.268,0.53,824
Jamkhandi,IND,2,57,3,3,3,1,75.292,16.509,0.277,3.56,1039
Ahmadnagar,IND,2,302,3,3,3,1,74.75,19.104,0.277,3.44,1420
Ajmer,IND,2,494,3,3,3,1,74.637,26.442,0.282,5,1110
Pandharpur,IND,2,91,2,3,2,1,75.333,17.713,0.283,1.53,1217
Rayadurg,IND,2,53,3,3,3,1,76.867,14.7,0.285,3.2,999
Jamnagar,IND,2,456,3,3,3,1,70.075,22.471,0.286,4.75,1081
Kishangarh,IND,2,113,3,4,3,1,74.858,26.596,0.287,2.72,711
Anantapur,IND,2,152,3,4,3,1,77.608,14.679,0.289,2.53,752
Vijainagar,IND,2,51,1,4,2,1,74.696,25.904,0.29,0.96,711
Bellary,IND,2,311,4,3,3,1,76.937,15.15,0.29,5.81,1090
Rahuri,IND,2,143,2,3,2,1,74.787,19.392,0.291,1,1244
Mianwali,PAK,2,85,2,4,3,1,71.579,32.563,0.295,1.8,657
Guntakal,IND,2,110,3,4,3,1,77.387,15.171,0.298,3.99,782
Bagalkot,IND,2,90,2,3,2,1,75.696,16.188,0.303,1.92,1039
Botad,IND,2,96,3,3,3,1,71.675,22.175,0.307,2.98,1238
Ilkal,IND,2,51,3,3,3,1,76.125,15.963,0.309,2.78,1027
Hospet,IND,2,158,2,3,2,1,76.342,15.259,0.31,1.87,1090
Koppal,IND,2,55,2,3,2,1,76.154,15.359,0.316,2.28,1027
Adoni,IND,2,155,3,3,3,1,77.283,15.629,0.316,5.37,1196
Gadagbetigeri,IND,2,152,3,3,3,1,75.642,15.434,0.317,4.12,1337
Gangawati,IND,2,126,2,3,2,1,76.554,15.45,0.319,1.88,1027
Harihar,IND,2,75,2,3,2,1,75.804,14.525,0.319,2.49,1031
Tadpatri,IND,2,85,2,4,3,1,78.033,14.913,0.319,1.59,757
Malegaon,IND,2,420,3,3,3,1,74.517,20.563,0.321,5.05,1402
Ozar,IND,2,113,2,3,2,1,74.012,20.025,0.322,1.3,1234
Dharmavaram,IND,2,101,2,4,3,1,77.725,14.417,0.323,2.37,781
Yemmiganur,IND,2,75,3,4,3,1,77.492,15.767,0.325,2.87,782
Dhule,IND,2,337,3,3,3,1,74.779,20.904,0.329,3.86,1514
Sindhnur,IND,2,60,2,3,2,1,76.767,15.775,0.331,1.35,1027
Davanagere,IND,2,357,4,3,3,1,75.933,14.459,0.333,6.81,928
Lhasa,CHN,2,150,2,4,3,1,91.104,29.663,0.336,1.66,537
Shabqadar,PAK,2,210,3,4,3,1,71.592,34.246,0.336,3.29,326
Kallur,IND,2,52,3,4,3,1,77.779,15.684,0.34,3.13,782
Palitana,IND,2,51,2,3,2,1,71.825,21.525,0.35,1.89,1202
Bhilwara,IND,2,270,3,4,3,1,74.625,25.242,0.35,2.64,574
Shirpur,IND,2,60,2,3,2,1,74.892,21.354,0.354,1.3,1153
Nandyal,IND,2,142,3,4,3,1,78.496,15.475,0.357,3.15,753
Chifeng,CHN,2,694,4,3,3,1,118.954,42.271,0.362,5.67,946
Kurnool,IND,2,248,3,3,3,1,78.054,15.825,0.366,3.24,940
Raichur,IND,2,202,3,3,3,1,77.358,16.213,0.366,4.92,1010
Tiptur,IND,2,52,3,3,3,1,76.483,13.263,0.367,3.02,1030
Gobichettipalayam,IND,2,54,2,3,2,1,77.446,11.454,0.368,2.01,1051
Rajsamand,IND,2,60,1,4,2,1,73.871,25.117,0.37,0.9,711
Bijapur,IND,2,241,3,3,3,1,75.721,16.838,0.371,5.03,1111
Rajkot,IND,2,893,4,3,3,1,70.808,22.246,0.372,6.71,938
Velampalayam,IND,2,60,3,3,3,1,77.618,11.19,0.373,3.45,1051
Kangeyam,IND,2,55,3,3,3,1,77.567,11.009,0.375,4.32,1051
Chitradurga,IND,2,120,3,3,3,1,76.408,14.229,0.376,3.82,999
Chuankou,CHN,2,153,2,4,3,1,102.846,36.421,0.377,1.12,810
Tiruppur,IND,2,380,3,4,3,1,77.342,11.109,0.377,4.08,691
Charsadda,PAK,2,196,3,4,3,1,71.779,34.179,0.381,3.9,326
Zhangjiakou,CHN,2,777,3,3,3,1,114.958,40.75,0.383,3.34,1682
Proddatur,IND,2,194,2,3,2,1,78.533,14.629,0.383,2.11,917
Gondal,IND,2,95,2,3,2,1,70.808,21.971,0.384,1.86,1202
Chittaurgarh,IND,2,94,2,4,3,1,74.646,24.917,0.384,1.35,686
Nalgonda,IND,2,108,3,4,3,1,79.283,17.059,0.385,2.87,753
Upleta,IND,2,55,2,3,2,1,70.287,21.746,0.386,1.23,1202
Chopda,IND,2,60,3,3,3,1,75.304,21.246,0.387,2.99,918
Bundi,IND,2,86,2,4,3,1,75.65,25.425,0.389,2.11,710
Jetpur,IND,2,100,2,3,2,1,70.629,21.763,0.39,2.27,1202
Xicheng,CHN,2,57,2,3,2,1,114.171,40.117,0.39,1.83,1976
Jining,CHN,2,334,3,3,3,1,113.121,41.029,0.39,5.22,1082
Dhoraji,IND,2,81,2,3,2,1,70.458,21.738,0.391,2.4,1202
Amreli,IND,2,88,3,3,3,1,71.225,21.609,0.391,2.5,1202
Erode,IND,2,274,3,3,3,1,77.729,11.375,0.391,2.92,1426
Solapur,IND,2,599,4,3,3,1,75.933,17.663,0.391,5.79,1499
Chalisgaon,IND,2,90,2,3,2,1,75.017,20.467,0.395,2.11,1244
Kadiri,IND,2,75,2,4,3,1,78.171,14.117,0.395,2.42,753
Shacheng,CHN,2,239,2,3,2,1,115.379,40.45,0.398,1.48,2794
Karur,IND,2,119,3,3,3,1,78.108,10.963,0.4,2.74,1053
Kangbao,CHN,2,51,3,3,3,1,114.621,41.85,0.4,3.01,1479
Gadwal,IND,2,50,2,4,3,1,77.812,16.238,0.4,2.05,881
Dongsheng,CHN,2,175,3,4,3,1,110,39.817,0.401,4.01,599
Dausa,IND,2,60,2,4,3,1,76.346,26.896,0.403,2.38,709
Markapur,IND,2,57,2,4,3,1,79.275,15.738,0.403,1.89,753
Alwar,IND,2,256,3,3,3,1,76.654,27.546,0.404,3.56,1001
Fengzhen,CHN,2,85,2,3,2,1,113.154,40.429,0.405,1.57,2114
Junagadh,IND,2,166,2,3,2,1,70.429,21.513,0.406,1.99,1402
Bid,IND,2,136,3,3,3,1,75.762,18.996,0.406,2.98,1382
Barshi,IND,2,104,3,3,3,1,75.7,18.238,0.407,3.95,2124
Bandikui,IND,2,56,2,4,3,1,76.579,27.05,0.408,2.38,791
Kohat,PAK,2,138,2,4,3,1,71.487,33.575,0.409,1.78,567
Rayachoti,IND,2,59,2,4,3,1,78.767,14.059,0.409,1.34,753
Kota,IND,2,704,3,4,3,1,75.862,25.179,0.413,3.23,646
Manzhouli,CHN,2,159,2,3,2,1,117.412,49.588,0.415,2.46,2092
Yadgir,IND,2,57,2,4,3,1,77.15,16.763,0.415,1.97,881
Gokak,IND,2,92,2,3,2,1,74.819,16.171,0.418,2.42,1161
Miryalguda,IND,2,89,3,4,3,1,79.575,16.867,0.419,2.61,753
Aurangabad,IND,2,851,4,3,3,1,75.317,19.742,0.421,6.03,1020
Chengguan,CHN,2,74,3,4,3,1,104.125,35.846,0.422,3.68,728
Kundla,IND,2,73,2,3,2,1,71.317,21.342,0.423,2.22,1202
Kongjiazhuang,CHN,2,59,3,3,3,1,114.746,40.863,0.423,3.91,1976
Cuddapah,IND,2,298,3,4,3,1,78.842,14.471,0.426,3.99,788
Khargone,IND,2,85,3,3,3,1,75.625,21.834,0.427,2.65,918
Gangapurcity,IND,2,79,2,4,3,1,76.72,26.74,0.427,2.35,709
Ranibennur,IND,2,88,3,3,3,1,75.642,14.625,0.429,3.59,1031
Dharapuram,IND,2,64,2,3,2,1,77.537,10.734,0.431,2.49,1036
Udaipur,IND,2,382,3,3,3,1,73.779,24.584,0.431,2.55,898
Tiruchengodu,IND,2,159,3,3,3,1,77.887,11.417,0.431,3.6,1051
Suryapet,IND,2,68,2,4,3,1,79.633,17.142,0.432,1.83,753
Havalli,IND,2,73,3,3,3,1,77.058,12.388,0.433,4.07,1040
Mandya,IND,2,131,3,3,3,1,76.908,12.534,0.433,3.7,1216
Jalna,IND,2,230,3,3,3,1,75.896,19.842,0.433,4.26,1277
Vinukonda,IND,2,51,2,4,3,1,79.75,16.054,0.433,2.39,753
Burhanpur,IND,2,211,3,3,3,1,76.237,21.296,0.434,3,1386
Chengguan,CHN,2,66,3,3,3,1,113.75,40.363,0.434,3.87,2114
Keshod,IND,2,62,2,3,2,1,70.262,21.3,0.436,2.3,1202
Nimbahera,IND,2,52,2,4,3,1,74.687,24.625,0.436,1.48,686
Hindupur,IND,2,124,2,3,2,1,77.508,13.825,0.438,2.13,986
Baran,IND,2,77,2,4,3,1,76.562,25.1,0.44,1.63,662
Takhat_Bhai,PAK,2,55,3,4,3,1,71.933,34.284,0.441,5.43,326
Madanapalle,IND,2,96,3,4,3,1,78.517,13.559,0.441,2.85,848
Palwal,IND,2,99,3,3,3,1,77.346,28.138,0.445,3.51,1346
Dindigul,IND,2,196,3,3,3,1,77.983,10.371,0.447,4.28,1505
Shenmu,CHN,2,80,1,3,2,1,110.417,38.829,0.449,0.82,935
Kasipalayam_E,IND,2,92,3,3,3,1,77.25,11.504,0.449,2.51,1051
Yizhou,CHN,2,75,3,3,3,1,115.508,39.354,0.45,3.72,3317
Hindaun,IND,2,83,2,4,3,1,77.033,26.742,0.45,2.43,619
Nandurbar,IND,2,93,2,3,2,1,74.246,21.375,0.451,2.48,1153
Beipiao,CHN,2,205,3,3,3,1,120.762,41.813,0.451,3.34,1745
Kollegal,IND,2,51,3,3,3,1,77.108,12.154,0.452,3.05,1040
Musiri,IND,2,53,3,3,3,1,78.442,10.954,0.452,2.88,1053
Chaoyang,CHN,2,422,3,3,3,1,120.412,41.579,0.452,3.45,1125
Jhalawar,IND,2,77,2,4,3,1,76.171,24.571,0.455,1.56,666
Tanghu,CHN,2,102,3,3,3,1,115.446,39.231,0.456,3.69,3317
Neemuch,IND,2,105,2,4,3,1,74.879,24.45,0.458,1.93,686
Mingzhou,CHN,2,69,2,3,2,1,110.254,37.509,0.459,1.49,992
Ramganjmandi,IND,2,99,1,4,2,1,75.967,24.688,0.459,0.86,632
Buldana,IND,2,74,3,3,3,1,76.192,20.534,0.459,2.9,1244
Chengguan,CHN,2,100,2,3,2,1,113.029,38.542,0.462,1.62,1300
Lingshan,CHN,2,84,3,3,3,1,114.646,38.817,0.463,3.39,2234
Jindian,CHN,2,143,3,3,3,1,114.504,37.284,0.466,3.94,1614
Zhangbei,CHN,2,63,2,3,2,1,114.717,41.154,0.467,1.53,1479
Gulbarga,IND,2,420,4,3,3,1,76.842,17.338,0.467,6.95,1116
Donghuishe,CHN,2,56,2,3,2,1,114.087,38.263,0.469,2.43,2234
Ulaanbaatar,MNG,2,636,3,3,3,1,106.887,47.929,0.47,3.56,1216
Pingshan,CHN,2,111,3,3,3,1,114.212,38.238,0.47,4.08,2234
Beiluo,CHN,2,89,3,3,3,1,114.865,38.726,0.47,4.83,2234
Renhou,CHN,2,166,4,3,3,1,114.971,38.75,0.47,11.65,2138
Chengguan,CHN,2,117,1,3,2,1,114.458,39.884,0.47,0.75,1416
Osmanabad,IND,2,80,2,3,2,1,76.046,18.196,0.471,2.25,1242
Wulanhaote,CHN,2,193,3,3,3,1,122.071,46.079,0.471,2.82,1410
Lincheng,CHN,2,54,4,3,3,1,114.504,37.45,0.471,7.24,1614
Peranambattu,IND,2,86,3,3,3,1,78.721,12.938,0.472,4.93,1034
Narasaraopet,IND,2,95,3,4,3,1,80.062,16.238,0.472,3.4,753
Mettuppalaiyam,IND,2,112,3,3,3,1,76.971,11.238,0.474,2.67,982
Darhan,MNG,2,69,2,4,3,1,105.942,49.463,0.474,1,728
Sattenpalle,IND,2,51,3,4,3,1,80.154,16.396,0.475,3.02,753
Weichang,CHN,2,59,2,3,2,1,117.771,41.946,0.476,1.77,1479
Mancheng,CHN,2,92,2,3,2,1,115.329,38.963,0.476,2.29,1970
Channapatna,IND,2,63,3,3,3,1,77.212,12.659,0.477,3.57,1040
Namakkal,IND,2,52,2,3,2,1,78.179,11.221,0.478,2.41,1053
Ambejogai,IND,2,68,2,3,2,1,76.408,18.734,0.478,2.29,1242
Vaniyambadi,IND,2,84,3,3,3,1,78.629,12.679,0.478,2.89,1034
Veraval,IND,2,201,2,3,2,1,70.467,20.887,0.479,2.01,1202
Parli,IND,2,87,2,3,2,1,76.533,18.867,0.479,2.39,1242
Quanjiang,CHN,2,77,2,3,2,1,114.537,26.329,0.48,2.25,953
Akot,IND,2,79,2,3,2,1,77.071,21.104,0.48,2.37,1019
Mahbubnagar,IND,2,130,3,4,3,1,78.008,16.754,0.481,2.59,800
Chintamani,IND,2,64,3,4,3,1,78.062,13.396,0.481,4.23,848
Karauli,IND,2,65,2,4,3,1,77.029,26.496,0.482,1.74,599
Mettur,IND,2,78,2,3,2,1,77.837,11.786,0.486,2.35,1051
Hublidharwad,IND,2,269,2,3,2,1,75.054,15.413,0.486,2.29,1229
Shuozhou,CHN,2,252,2,3,2,1,112.421,39.338,0.487,1.37,1212
Krishnagiri,IND,2,65,3,3,3,1,78.225,12.529,0.487,2.61,1034
Zanhuang,CHN,2,53,3,3,3,1,114.396,37.667,0.487,3.72,1614
Chengguan,CHN,2,56,2,3,2,1,111,37.967,0.489,2.01,1124
Chengguan,CHN,2,64,2,4,3,1,104.633,35.588,0.491,1.37,728
Lishi,CHN,2,308,1,3,2,1,111.046,37.488,0.493,0.86,1110
Parbhani,IND,2,253,3,3,3,1,76.787,19.267,0.493,5.17,1164
Chilakaluripet,IND,2,89,3,4,3,1,80.179,16.1,0.493,2.6,753
Ramanagaram,IND,2,76,3,3,3,1,77.292,12.721,0.495,3.06,1040
Shimoga,IND,2,427,2,3,2,1,75.658,13.738,0.496,1.82,1194
Longhua,CHN,2,71,2,3,2,1,117.737,41.321,0.496,1.75,1479
Gudiyatham,IND,2,110,3,3,3,1,78.875,12.946,0.496,3.81,1034
Mandsaur,IND,2,115,2,4,3,1,75.075,24.075,0.496,2.36,608
Latur,IND,2,289,4,3,3,1,76.562,18.404,0.496,5.87,1037
Chengguan,CHN,2,86,2,3,2,1,113.696,39.7,0.497,2.38,1218
Tumkur,IND,2,244,3,3,3,1,77.125,13.35,0.497,4.07,936
Yizhou,CHN,2,67,2,3,2,1,121.237,41.508,0.498,1.87,2085
Ujjain,IND,2,422,4,4,4,1,75.8,23.184,0.498,5.59,789
Tirupathur,IND,2,125,2,3,2,1,78.562,12.538,0.499,2.29,1034
Chengguan,CHN,2,75,2,3,2,1,114.237,39.446,0.499,1.59,1416
Tirunelveli,IND,2,238,3,3,3,1,77.717,8.75,0.499,3.22,1373
Dahod,IND,2,78,3,4,3,1,74.258,22.846,0.499,3.14,747
Haveri,IND,2,55,2,3,2,1,75.417,14.8,0.5,2.1,1031
Tandur,IND,2,50,3,3,3,1,77.596,17.259,0.5,2.8,898
Robertsonpet,IND,2,177,3,3,3,1,78.237,12.971,0.5,3.58,981
Basavakalyan,IND,2,57,2,3,2,1,76.954,17.871,0.501,2.4,1115
Ambur,IND,2,98,2,3,2,1,78.721,12.784,0.502,2.44,1034
Liujiayuan,CHN,2,51,2,3,2,1,111.512,36.371,0.502,1.66,1212
Fuxin,CHN,2,974,4,3,3,1,121.704,42.017,0.503,5.89,2104
Tuticorin,IND,2,431,4,3,3,1,78.117,8.784,0.504,5.76,2039
Goundampalayam,IND,2,100,3,3,3,1,78.192,11.463,0.505,3.88,1053
Vennanthur,IND,2,54,4,3,3,1,78.125,11.544,0.505,6.5,1053
Chengde,CHN,2,411,3,3,3,1,117.833,40.971,0.506,3.16,2582
Kolar,IND,2,111,3,3,3,1,78.146,13.134,0.506,2.98,1705
